Sales Person,Country,Product,Date,Amount,Boxes Shipped
Ches Bonnell,USA,70% Dark Bites,2024-05-11,"$4,778.36 ",124
Madelene Upcott,India,Organic Choco Syrup,2024-01-26,"$5,401.01 ",41
Barr Faughny,USA,50% Dark Bites,2024-04-14,"$15,372.94 ",124
Dennison Crosswaite,New Zealand,Mint Chip Choco,2024-04-05,"$7,121.02 ",433
Marney O'Breen,New Zealand,Smooth Sliky Salty,2024-06-14,"$9,057.64 ",56
Brien Boise,Canada,Almond Choco,2024-04-13,"$5,439.43 ",125
Beverie Moffet,Australia,White Choc,2024-06-27,"$2,659.78 ",178
Dotty Strutley,Australia,Eclairs,2024-01-26,"$7,897.59 ",3
Barr Faughny,UK,White Choc,2024-07-05,"$1,959.22 ",70
Beverie Moffet,Canada,Baker's Choco Chips,2024-01-11,"$15,305.32 ",91
Kelci Walkden,USA,White Choc,2024-03-07,"$11,257.11 ",21
Kaine Padly,Canada,50% Dark Bites,2024-03-04,"$9,207.09 ",109
Karlen McCaffrey,Canada,Organic Choco Syrup,2024-07-15,"$2,769.94 ",302
Kaine Padly,UK,Peanut Butter Cubes,2024-05-11,"$7,477.56 ",85
Karlen McCaffrey,USA,Milk Bars,2024-01-27,"$5,231.54 ",8
Karlen McCaffrey,India,Orange Choco,2024-06-27,"$3,745.21 ",161
Ches Bonnell,India,Smooth Sliky Salty,2024-08-03,"$8,503.93 ",19
Wilone O'Kielt,New Zealand,Mint Chip Choco,2024-08-19,"$12,524.30 ",251
Wilone O'Kielt,Australia,Fruit & Nut Bars,2024-06-15,$472.27 ,101
Dennison Crosswaite,UK,Peanut Butter Cubes,2024-02-07,"$9,771.87 ",158
Karlen McCaffrey,Australia,Almond Choco,2024-07-08,"$8,130.06 ",140
Dennison Crosswaite,India,Milk Bars,2024-04-21,"$1,624.06 ",96
Ches Bonnell,UK,Mint Chip Choco,2024-04-08,"$2,984.40 ",214
Husein Augar,Australia,50% Dark Bites,2024-08-19,"$15,593.50 ",56
Jan Morforth,India,Fruit & Nut Bars,2024-05-04,"$3,387.76 ",60
Mallorie Waber,USA,85% Dark Bars,2024-05-11,"$2,847.18 ",115
Mallorie Waber,USA,Eclairs,2024-03-22,"$7,511.77 ",49
Dennison Crosswaite,Canada,Spicy Special Slims,2024-08-10,"$2,711.58 ",216
Dennison Crosswaite,USA,Fruit & Nut Bars,2024-05-04,"$1,673.44 ",314
Kelci Walkden,USA,99% Dark & Pure,2024-08-18,"$8,853.16 ",261
Dotty Strutley,Canada,Raspberry Choco,2024-08-03,"$4,722.39 ",258
Marney O'Breen,New Zealand,Milk Bars,2024-01-14,"$8,408.12 ",318
Madelene Upcott,Australia,Choco Coated Almonds,2024-04-08,"$2,442.36 ",78
Kelci Walkden,UK,Orange Choco,2024-08-01,"$4,010.08 ",3
Dennison Crosswaite,Canada,Eclairs,2024-03-15,$492.21 ,45
Karlen McCaffrey,India,Mint Chip Choco,2024-07-15,"$11,650.88 ",192
Barr Faughny,New Zealand,Almond Choco,2024-01-13,"$6,426.04 ",132
Mallorie Waber,Australia,85% Dark Bars,2024-08-26,"$2,665.28 ",54
Ches Bonnell,Canada,Eclairs,2024-01-10,"$2,048.58 ",170
Gigi Bohling,Australia,White Choc,2024-05-11,"$6,267.19 ",83
Beverie Moffet,New Zealand,85% Dark Bars,2024-08-30,"$12,886.26 ",21
Kaine Padly,USA,Caramel Stuffed Bars,2024-07-21,"$6,143.64 ",117
Mallorie Waber,Australia,Almond Choco,2024-08-01,"$8,273.83 ",130
Brien Boise,Canada,85% Dark Bars,2024-02-17,"$12,163.59 ",264
Brien Boise,Australia,Drinking Coco,2024-07-27,"$7,192.41 ",159
Dotty Strutley,USA,Orange Choco,2024-02-23,"$1,452.94 ",112
Rafaelita Blaksland,Australia,50% Dark Bites,2024-03-22,"$3,375.83 ",41
Dennison Crosswaite,India,99% Dark & Pure,2024-06-23,"$8,328.80 ",327
Curtice Advani,UK,White Choc,2024-02-01,"$1,634.54 ",70
Kelci Walkden,Australia,After Nines,2024-03-02,"$8,265.41 ",298
Gigi Bohling,UK,Fruit & Nut Bars,2024-04-06,"$1,448.10 ",92
Gunar Cockshoot,Australia,Raspberry Choco,2024-03-17,$709.53 ,77
Curtice Advani,UK,Fruit & Nut Bars,2024-06-24,"$12,197.19 ",135
Barr Faughny,Canada,50% Dark Bites,2024-07-19,"$10,917.59 ",302
Curtice Advani,USA,Spicy Special Slims,2024-07-11,"$1,679.89 ",287
Brien Boise,India,Almond Choco,2024-01-13,"$2,303.17 ",225
Oby Sorrel,New Zealand,Smooth Sliky Salty,2024-07-07,"$9,261.26 ",65
Jan Morforth,India,85% Dark Bars,2024-05-25,"$5,252.80 ",415
Marney O'Breen,India,Fruit & Nut Bars,2024-04-13,"$5,385.55 ",161
Andria Kimpton,New Zealand,50% Dark Bites,2024-03-02,"$3,741.19 ",222
Gunar Cockshoot,Canada,Raspberry Choco,2024-06-23,"$2,223.49 ",127
Kelci Walkden,USA,Drinking Coco,2024-07-26,"$7,720.37 ",156
Van Tuxwell,Canada,White Choc,2024-03-22,$468.09 ,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2024-06-09,"$3,083.39 ",55
Van Tuxwell,Australia,Caramel Stuffed Bars,2024-05-17,"$6,898.94 ",58
Ches Bonnell,New Zealand,Peanut Butter Cubes,2024-03-04,"$1,036.05 ",291
Kelci Walkden,Canada,Milk Bars,2024-07-07,"$17,518.04 ",28
Dennison Crosswaite,Canada,Choco Coated Almonds,2024-01-13,"$11,691.86 ",128
Curtice Advani,Australia,Almond Choco,2024-07-13,"$3,136.53 ",74
Madelene Upcott,Australia,85% Dark Bars,2024-06-16,"$1,677.71 ",325
Gigi Bohling,UK,50% Dark Bites,2024-07-18,"$8,937.37 ",66
Ches Bonnell,UK,Manuka Honey Choco,2024-05-30,"$4,761.38 ",406
Gigi Bohling,UK,70% Dark Bites,2024-06-21,$942.02 ,84
Jehu Rudeforth,Australia,Peanut Butter Cubes,2024-06-24,"$6,623.03 ",39
Marney O'Breen,India,Eclairs,2024-01-13,"$4,067.36 ",94
Curtice Advani,Canada,Fruit & Nut Bars,2024-04-04,"$4,712.55 ",211
Kaine Padly,UK,Smooth Sliky Salty,2024-06-08,"$9,571.30 ",594
Karlen McCaffrey,Canada,Spicy Special Slims,2024-08-02,"$6,779.99 ",46
Kelci Walkden,USA,Organic Choco Syrup,2024-07-21,"$10,772.46 ",150
Curtice Advani,India,Spicy Special Slims,2024-06-20,$189.34 ,140
Roddy Speechley,India,After Nines,2024-06-22,"$3,015.47 ",115
Camilla Castle,Australia,Caramel Stuffed Bars,2024-05-02,"$3,538.27 ",16
Curtice Advani,Australia,99% Dark & Pure,2024-01-07,"$5,196.97 ",87
Mallorie Waber,UK,50% Dark Bites,2024-02-21,"$6,654.14 ",102
Ches Bonnell,Canada,Baker's Choco Chips,2024-03-21,"$8,639.19 ",402
Van Tuxwell,UK,Drinking Coco,2024-04-04,"$6,397.05 ",136
Gunar Cockshoot,Canada,Fruit & Nut Bars,2024-03-24,"$14,596.37 ",196
Gunar Cockshoot,New Zealand,Spicy Special Slims,2024-06-28,"$7,712.91 ",192
Gunar Cockshoot,Australia,Drinking Coco,2024-01-14,"$2,456.77 ",188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2024-02-07,"$1,435.27 ",138
Dennison Crosswaite,New Zealand,Drinking Coco,2024-01-11,"$4,324.48 ",202
Jehu Rudeforth,India,99% Dark & Pure,2024-02-25,"$2,207.76 ",247
Dotty Strutley,Australia,Mint Chip Choco,2024-08-01,"$7,571.51 ",26
Roddy Speechley,Australia,Mint Chip Choco,2024-05-05,"$7,189.76 ",262
Madelene Upcott,New Zealand,Raspberry Choco,2024-05-18,"$10,858.21 ",451
Dotty Strutley,New Zealand,Choco Coated Almonds,2024-01-04,"$6,524.65 ",369
Roddy Speechley,New Zealand,50% Dark Bites,2024-05-09,"$4,624.45 ",212
Rafaelita Blaksland,India,Smooth Sliky Salty,2024-05-06,"$1,961.82 ",80
Husein Augar,UK,White Choc,2024-01-13,"$12,782.63 ",158
Roddy Speechley,Australia,Almond Choco,2024-06-24,"$4,928.30 ",71
Van Tuxwell,USA,Caramel Stuffed Bars,2024-02-14,"$1,115.84 ",22
Camilla Castle,Australia,99% Dark & Pure,2024-01-18,"$5,346.62 ",109
Kaine Padly,India,Milk Bars,2024-05-02,"$3,168.11 ",93
Ches Bonnell,Australia,Smooth Sliky Salty,2024-05-16,"$9,007.92 ",52
Mallorie Waber,USA,Almond Choco,2024-01-28,"$7,400.07 ",383
Kaine Padly,Canada,99% Dark & Pure,2024-06-24,"$1,420.22 ",422
Oby Sorrel,UK,After Nines,2024-07-18,"$2,555.95 ",109
Gunar Cockshoot,UK,Eclairs,2024-04-13,"$4,059.65 ",175
Dotty Strutley,USA,Caramel Stuffed Bars,2024-04-15,"$18,581.37 ",83
Jan Morforth,India,Peanut Butter Cubes,2024-01-04,"$8,813.58 ",182
Husein Augar,Australia,Eclairs,2024-07-04,"$7,914.74 ",31
Beverie Moffet,USA,Smooth Sliky Salty,2024-03-24,"$2,787.72 ",342
Camilla Castle,Australia,Manuka Honey Choco,2024-03-17,$681.71 ,170
Oby Sorrel,Australia,Almond Choco,2024-02-15,"$6,827.53 ",241
Jan Morforth,USA,Orange Choco,2024-06-29,"$1,082.00 ",158
Gigi Bohling,USA,Fruit & Nut Bars,2024-05-24,"$2,966.98 ",121
Mallorie Waber,UK,Milk Bars,2024-01-10,"$3,951.74 ",287
Curtice Advani,USA,Raspberry Choco,2024-03-15,"$3,151.23 ",144
Marney O'Breen,Canada,Milk Bars,2024-02-08,"$2,672.67 ",317
Brien Boise,India,Caramel Stuffed Bars,2024-02-25,"$1,742.37 ",106
Gunar Cockshoot,USA,Eclairs,2024-05-03,"$7,301.31 ",42
Roddy Speechley,USA,Fruit & Nut Bars,2024-06-14,"$6,322.14 ",26
Gunar Cockshoot,India,50% Dark Bites,2024-08-09,"$13,731.44 ",82
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2024-07-11,"$4,051.88 ",253
Kaine Padly,UK,Manuka Honey Choco,2024-01-14,"$8,474.69 ",115
Van Tuxwell,Canada,Manuka Honey Choco,2024-02-24,"$9,426.56 ",49
Wilone O'Kielt,New Zealand,Almond Choco,2024-03-15,"$9,770.28 ",154
Oby Sorrel,New Zealand,Baker's Choco Chips,2024-04-25,"$14,234.61 ",45
Dennison Crosswaite,Australia,Organic Choco Syrup,2024-05-10,"$6,885.01 ",40
Marney O'Breen,Australia,Spicy Special Slims,2024-06-23,"$14,687.62 ",293
Beverie Moffet,Canada,Smooth Sliky Salty,2024-02-28,"$16,585.43 ",388
Brien Boise,USA,Organic Choco Syrup,2024-05-25,"$17,415.67 ",148
Roddy Speechley,New Zealand,Baker's Choco Chips,2024-02-22,"$5,954.47 ",236
Van Tuxwell,UK,85% Dark Bars,2024-07-11,"$4,179.91 ",140
Marney O'Breen,Canada,Spicy Special Slims,2024-01-03,"$3,939.95 ",365
Rafaelita Blaksland,New Zealand,70% Dark Bites,2024-08-24,$791.19 ,280
Beverie Moffet,USA,50% Dark Bites,2024-07-28,"$2,941.65 ",360
Brien Boise,USA,Mint Chip Choco,2024-05-25,"$12,476.68 ",162
Karlen McCaffrey,New Zealand,Eclairs,2024-05-06,"$2,817.14 ",191
Barr Faughny,India,Drinking Coco,2024-01-28,"$2,411.52 ",144
Marney O'Breen,UK,Orange Choco,2024-06-06,"$13,072.74 ",11
Brien Boise,New Zealand,Baker's Choco Chips,2024-07-12,"$6,790.41 ",26
Ches Bonnell,Canada,Spicy Special Slims,2024-08-05,"$6,092.47 ",201
Brien Boise,USA,Orange Choco,2024-01-28,"$7,185.50 ",152
Kaine Padly,India,Spicy Special Slims,2024-08-31,"$6,170.80 ",138
Mallorie Waber,USA,50% Dark Bites,2024-04-19,"$1,945.05 ",14
Mallorie Waber,UK,Mint Chip Choco,2024-06-29,"$6,767.42 ",2
Beverie Moffet,India,Choco Coated Almonds,2024-02-24,"$3,911.69 ",254
Madelene Upcott,UK,Smooth Sliky Salty,2024-03-04,"$16,733.76 ",88
Gigi Bohling,India,Eclairs,2024-06-21,"$3,916.92 ",74
Rafaelita Blaksland,Australia,Organic Choco Syrup,2024-01-26,"$1,082.69 ",106
Oby Sorrel,New Zealand,White Choc,2024-06-10,"$4,822.33 ",42
Andria Kimpton,UK,Drinking Coco,2024-05-23,"$1,827.45 ",66
Kelci Walkden,India,Milk Bars,2024-04-15,"$1,142.41 ",111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2024-01-31,"$6,290.89 ",232
Andria Kimpton,New Zealand,Organic Choco Syrup,2024-03-04,"$5,616.01 ",43
Barr Faughny,New Zealand,After Nines,2024-04-19,"$11,250.69 ",91
Beverie Moffet,UK,Almond Choco,2024-05-16,"$2,799.42 ",104
Oby Sorrel,Australia,Raspberry Choco,2024-02-17,"$1,157.88 ",114
Dennison Crosswaite,USA,Raspberry Choco,2024-01-18,"$7,049.32 ",273
Roddy Speechley,Canada,Orange Choco,2024-02-09,"$9,460.50 ",84
Mallorie Waber,Canada,Orange Choco,2024-03-23,"$4,173.73 ",175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-02-01,"$4,005.08 ",150
Mallorie Waber,India,Drinking Coco,2024-03-07,"$4,650.58 ",143
Ches Bonnell,UK,White Choc,2024-01-03,"$3,814.56 ",220
Ches Bonnell,USA,White Choc,2024-02-11,"$6,321.35 ",325
Dennison Crosswaite,New Zealand,Orange Choco,2024-03-16,"$5,245.53 ",144
Dotty Strutley,India,White Choc,2024-08-15,"$12,998.67 ",317
Gigi Bohling,India,Manuka Honey Choco,2024-05-12,"$5,932.12 ",79
Van Tuxwell,India,Spicy Special Slims,2024-04-11,"$6,811.55 ",4
Jan Morforth,New Zealand,Mint Chip Choco,2024-06-30,"$21,381.14 ",311
Dotty Strutley,New Zealand,White Choc,2024-06-15,"$8,423.36 ",63
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-08-01,"$7,951.43 ",109
Kaine Padly,USA,Milk Bars,2024-06-15,"$18,389.10 ",62
Brien Boise,India,After Nines,2024-06-16,"$6,555.46 ",45
Oby Sorrel,New Zealand,Raspberry Choco,2024-05-13,"$5,129.71 ",270
Dennison Crosswaite,USA,Drinking Coco,2024-05-10,"$2,399.02 ",149
Oby Sorrel,India,Eclairs,2024-08-25,"$6,096.53 ",344
Ches Bonnell,New Zealand,Organic Choco Syrup,2024-07-15,"$8,134.67 ",83
Gigi Bohling,UK,Baker's Choco Chips,2024-05-16,"$9,969.65 ",449
Jan Morforth,Australia,50% Dark Bites,2024-06-14,"$3,894.16 ",173
Beverie Moffet,Australia,Smooth Sliky Salty,2024-01-25,"$11,533.35 ",491
Ches Bonnell,USA,Organic Choco Syrup,2024-07-28,"$8,754.31 ",14
Brien Boise,Canada,Mint Chip Choco,2024-01-28,"$5,475.65 ",194
Kaine Padly,UK,Orange Choco,2024-06-29,"$2,252.94 ",196
Karlen McCaffrey,Australia,70% Dark Bites,2024-06-24,$278.78 ,332
Gunar Cockshoot,Canada,Mint Chip Choco,2024-07-01,"$8,936.91 ",442
Roddy Speechley,USA,Peanut Butter Cubes,2024-02-25,"$2,010.22 ",144
Curtice Advani,Canada,Smooth Sliky Salty,2024-08-01,"$2,901.91 ",12
Oby Sorrel,Australia,Milk Bars,2024-06-21,"$9,231.31 ",278
Camilla Castle,New Zealand,Spicy Special Slims,2024-01-25,"$12,744.67 ",26
Gigi Bohling,UK,Milk Bars,2024-05-17,"$1,436.97 ",248
Andria Kimpton,Australia,85% Dark Bars,2024-08-23,"$4,900.32 ",254
Camilla Castle,Australia,Smooth Sliky Salty,2024-03-03,"$8,263.11 ",129
Roddy Speechley,India,Caramel Stuffed Bars,2024-05-30,"$10,139.68 ",552
Karlen McCaffrey,USA,Drinking Coco,2024-06-29,$132.68 ,243
Andria Kimpton,Canada,Organic Choco Syrup,2024-01-04,"$9,479.63 ",217
Jehu Rudeforth,Australia,Drinking Coco,2024-01-14,"$3,114.84 ",65
Karlen McCaffrey,USA,Mint Chip Choco,2024-02-15,"$17,866.48 ",58
Curtice Advani,New Zealand,Spicy Special Slims,2024-01-10,"$4,651.03 ",494
Madelene Upcott,USA,White Choc,2024-05-04,"$14,360.42 ",218
Andria Kimpton,USA,Spicy Special Slims,2024-05-23,"$2,595.52 ",5
Barr Faughny,New Zealand,Fruit & Nut Bars,2024-04-26,"$1,853.03 ",153
Oby Sorrel,Canada,Organic Choco Syrup,2024-07-05,"$1,392.99 ",70
Madelene Upcott,UK,Organic Choco Syrup,2024-07-21,"$7,943.17 ",174
Dotty Strutley,USA,Mint Chip Choco,2024-02-21,"$5,552.79 ",272
Kelci Walkden,USA,Orange Choco,2024-02-03,"$1,539.14 ",143
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-07-08,"$9,117.77 ",154
Mallorie Waber,India,50% Dark Bites,2024-05-31,$631.02 ,140
Van Tuxwell,New Zealand,Mint Chip Choco,2024-06-27,"$4,486.37 ",104
Van Tuxwell,India,50% Dark Bites,2024-05-13,"$5,591.29 ",132
Van Tuxwell,USA,Manuka Honey Choco,2024-05-31,"$2,662.54 ",102
Wilone O'Kielt,USA,Orange Choco,2024-02-28,"$7,481.93 ",38
Barr Faughny,New Zealand,Eclairs,2024-03-28,"$7,418.41 ",31
Gigi Bohling,USA,After Nines,2024-01-14,"$1,969.06 ",235
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,"$7,197.75 ",159
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,"$11,719.06 ",87
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,"$2,755.14 ",63
Husein Augar,USA,White Choc,2024-07-13,"$2,438.56 ",61
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,"$7,661.86 ",144
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,"$4,886.15 ",23
Curtice Advani,UK,50% Dark Bites,2024-03-08,"$3,572.26 ",156
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-03-09,"$6,937.75 ",94
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,"$1,941.25 ",221
Gigi Bohling,UK,Drinking Coco,2024-06-30,"$6,173.15 ",46
Kelci Walkden,India,Mint Chip Choco,2024-07-28,"$3,105.45 ",116
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-08-12,"$3,691.60 ",154
Barr Faughny,UK,Mint Chip Choco,2024-07-07,"$3,950.65 ",324
Barr Faughny,USA,85% Dark Bars,2024-08-25,"$13,497.17 ",49
Husein Augar,Canada,Eclairs,2024-01-17,"$4,389.23 ",241
Jan Morforth,Australia,70% Dark Bites,2024-03-04,"$6,310.98 ",366
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,"$9,693.37 ",4
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,"$2,348.20 ",266
Kaine Padly,USA,Organic Choco Syrup,2024-03-11,"$2,518.50 ",24
Camilla Castle,USA,Raspberry Choco,2024-05-20,"$3,516.72 ",17
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,"$16,807.37 ",44
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,"$1,736.59 ",70
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,"$7,900.11 ",168
Madelene Upcott,India,Mint Chip Choco,2024-08-24,"$4,016.89 ",71
Jehu Rudeforth,India,Eclairs,2024-02-24,"$9,642.62 ",140
Karlen McCaffrey,Canada,Raspberry Choco,2024-05-09,$773.70 ,217
Kaine Padly,Australia,70% Dark Bites,2024-02-08,"$7,852.03 ",240
Roddy Speechley,UK,70% Dark Bites,2024-03-24,"$1,649.57 ",293
Rafaelita Blaksland,USA,Drinking Coco,2024-06-20,"$9,333.45 ",78
Mallorie Waber,Canada,Manuka Honey Choco,2024-03-07,"$1,540.11 ",117
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,"$7,840.94 ",82
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,"$17,102.97 ",267
Madelene Upcott,UK,99% Dark & Pure,2024-01-26,"$11,496.42 ",49
Madelene Upcott,Australia,Mint Chip Choco,2024-05-02,"$3,072.89 ",166
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,"$14,990.79 ",7
Rafaelita Blaksland,Australia,Baker's Choco Chips,2024-08-22,"$3,170.18 ",49
Karlen McCaffrey,Australia,After Nines,2024-08-11,"$2,528.14 ",67
Marney O'Breen,UK,99% Dark & Pure,2024-01-13,"$8,551.60 ",208
Gunar Cockshoot,Australia,50% Dark Bites,2024-03-02,"$13,072.95 ",119
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,"$11,987.26 ",41
Kelci Walkden,New Zealand,Drinking Coco,2024-03-10,"$18,385.44 ",116
Beverie Moffet,USA,85% Dark Bars,2024-08-23,"$14,028.40 ",344
Roddy Speechley,USA,Eclairs,2024-04-25,"$4,812.71 ",169
Dennison Crosswaite,UK,Milk Bars,2024-03-07,"$11,963.91 ",446
Wilone O'Kielt,UK,Organic Choco Syrup,2024-07-12,"$5,574.83 ",52
Madelene Upcott,USA,Orange Choco,2024-05-16,"$9,205.15 ",144
Gunar Cockshoot,India,Smooth Sliky Salty,2024-03-02,"$4,133.74 ",69
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,"$1,312.23 ",164
Marney O'Breen,UK,Manuka Honey Choco,2024-06-10,"$11,735.75 ",185
Brien Boise,USA,99% Dark & Pure,2024-07-25,"$7,650.76 ",358
Beverie Moffet,New Zealand,Mint Chip Choco,2024-06-09,"$4,994.93 ",98
Dennison Crosswaite,USA,Milk Bars,2024-05-12,$890.78 ,62
Gunar Cockshoot,USA,Drinking Coco,2024-05-09,"$4,142.16 ",5
Brien Boise,Canada,Manuka Honey Choco,2024-08-09,"$7,308.24 ",178
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,"$6,833.86 ",115
Andria Kimpton,USA,Caramel Stuffed Bars,2024-05-02,"$8,878.27 ",47
Dotty Strutley,USA,99% Dark & Pure,2024-08-09,"$4,134.93 ",307
Camilla Castle,Australia,Raspberry Choco,2024-08-23,"$6,641.89 ",188
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,"$7,117.30 ",174
Karlen McCaffrey,USA,Manuka Honey Choco,2024-02-01,"$11,815.59 ",68
Camilla Castle,USA,50% Dark Bites,2024-06-23,"$6,962.79 ",303
Madelene Upcott,UK,Choco Coated Almonds,2024-05-24,"$11,786.42 ",147
Jan Morforth,Canada,Mint Chip Choco,2024-04-01,"$1,200.19 ",224
Camilla Castle,Canada,70% Dark Bites,2024-07-27,"$10,791.08 ",166
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,"$26,170.95 ",224
Jan Morforth,India,Choco Coated Almonds,2024-08-12,"$2,987.81 ",136
Gigi Bohling,Canada,Almond Choco,2024-02-01,"$11,705.99 ",47
Rafaelita Blaksland,India,After Nines,2024-03-02,"$5,256.03 ",201
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,"$3,794.10 ",36
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,"$9,655.30 ",97
Brien Boise,USA,Milk Bars,2024-07-07,"$16,001.54 ",133
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,"$1,386.10 ",104
Beverie Moffet,UK,99% Dark & Pure,2024-08-10,"$3,821.76 ",122
Beverie Moffet,USA,Peanut Butter Cubes,2024-08-18,"$15,722.43 ",351
Brien Boise,New Zealand,White Choc,2024-06-15,"$6,287.25 ",340
Marney O'Breen,USA,Baker's Choco Chips,2024-01-26,"$9,831.97 ",9
Kelci Walkden,USA,Spicy Special Slims,2024-04-29,$90.36 ,73
Mallorie Waber,Canada,White Choc,2024-03-03,"$3,799.50 ",71
Kaine Padly,Australia,Almond Choco,2024-02-22,"$4,674.20 ",422
Oby Sorrel,USA,Smooth Sliky Salty,2024-03-04,"$4,011.83 ",169
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,"$3,429.85 ",9
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,"$4,920.68 ",380
Jan Morforth,Canada,Caramel Stuffed Bars,2024-08-02,"$10,049.72 ",118
Oby Sorrel,USA,Baker's Choco Chips,2024-08-12,"$8,485.10 ",120
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,"$6,030.31 ",351
Kelci Walkden,Australia,Orange Choco,2024-04-29,"$13,331.77 ",443
Marney O'Breen,Australia,Manuka Honey Choco,2024-04-05,"$15,245.95 ",233
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,"$11,618.55 ",133
Jehu Rudeforth,UK,Baker's Choco Chips,2024-05-16,"$2,629.59 ",98
Kelci Walkden,Australia,White Choc,2024-08-24,"$10,089.49 ",168
Curtice Advani,India,85% Dark Bars,2024-01-18,$308.24 ,402
Kaine Padly,USA,Eclairs,2024-08-22,"$7,978.76 ",10
Gunar Cockshoot,UK,99% Dark & Pure,2024-03-07,$8.16 ,84
Beverie Moffet,UK,Choco Coated Almonds,2024-03-04,"$3,303.13 ",73
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,"$13,959.74 ",113
Kaine Padly,Australia,Milk Bars,2024-06-09,"$4,251.42 ",91
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,"$9,885.53 ",217
Jan Morforth,India,Smooth Sliky Salty,2024-08-03,"$12,864.47 ",93
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-08-03,"$5,245.60 ",144
Jehu Rudeforth,UK,Milk Bars,2024-05-03,"$14,345.50 ",219
Husein Augar,Canada,After Nines,2024-01-19,"$11,462.19 ",288
Roddy Speechley,USA,50% Dark Bites,2024-02-11,"$11,667.94 ",306
Van Tuxwell,India,Almond Choco,2024-06-14,"$7,455.17 ",383
Kelci Walkden,USA,50% Dark Bites,2024-03-23,"$7,203.64 ",234
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,"$8,081.58 ",105
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,"$2,055.40 ",485
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,"$6,476.09 ",304
Ches Bonnell,Canada,Choco Coated Almonds,2024-08-24,"$17,490.08 ",289
Gigi Bohling,Canada,Spicy Special Slims,2024-07-04,"$13,644.00 ",281
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,"$2,930.46 ",70
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,"$22,717.09 ",143
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,"$9,471.72 ",248
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,"$3,400.47 ",92
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,"$10,696.21 ",201
Andria Kimpton,UK,Milk Bars,2024-02-11,"$17,101.67 ",307
Camilla Castle,USA,Manuka Honey Choco,2024-03-21,"$18,936.88 ",180
Gunar Cockshoot,New Zealand,Almond Choco,2024-01-05,"$6,015.37 ",136
Brien Boise,India,Raspberry Choco,2024-05-30,"$7,623.58 ",162
Jehu Rudeforth,USA,99% Dark & Pure,2024-01-04,"$2,996.83 ",227
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,"$1,718.97 ",260
Gigi Bohling,Canada,Milk Bars,2024-02-10,"$3,523.33 ",114
Dotty Strutley,India,Spicy Special Slims,2024-08-12,"$1,092.36 ",209
Gunar Cockshoot,USA,Organic Choco Syrup,2024-08-10,"$2,495.71 ",310
Kelci Walkden,Australia,Raspberry Choco,2024-06-07,$813.41 ,58
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,"$2,489.06 ",81
